Sex,Age,BodyweightKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Dots
M,27,110,340.19,247.21,317.52,904.92,535.95
M,28,158.3,408.23,263.08,362.87,1034.18,548.25
M,47,56,215,125,232.5,572.5,512.42
M,22,58.78,165,115,195,475,407.81
M,24.5,57.88,147.5,97.5,190,435,378.37
M,22.5,57.43,155,100,175,430,376.53
M,23,58.79,115,67.5,142.5,325,278.99
M,22.5,65.55,200,135,235,570,448.89
M,20.5,65.15,222.5,122.5,217.5,562.5,445.02
M,21.5,65.48,185,140,220,545,429.54
M,20.5,63.6,187.5,142.5,197.5,527.5,425.05
M,20.5,65.64,185,127.5,210,522.5,411.06
M,20.5,65.37,177.5,117.5,217.5,512.5,404.44
M,23,64.44,192.5,125,190,507.5,404.85
M,18.5,65.39,185,137.5,175,497.5,392.51
M,24.5,65.6,177.5,120,197.5,495,389.6
M,20.5,65.79,165,115,197.5,477.5,375.02
M,20,64.89,175,120,180,475,376.93
M,25,65.19,172.5,107.5,190,470,371.67
M,19.5,65.57,167.5,102.5,182.5,452.5,356.27
M,22.5,73.58,242.5,135,252.5,630,457.59
M,23.5,72.57,217.5,142.5,255,615,450.79
M,18.5,72.77,220,162.5,230,612.5,448.14
M,24.5,72.16,197.5,117.5,277.5,592.5,435.94
M,23.5,73.58,187.5,155,250,592.5,430.36
M,23,72.08,207.5,127.5,240,575,423.38
M,24.5,73.77,192.5,140,230,562.5,407.88
M,22.5,73.14,197.5,132.5,230,560,408.35
M,21,73.73,195,117.5,225,537.5,389.89
M,20.5,72.56,182.5,115,237.5,535,392.19
M,23.5,70.52,175,112.5,215,502.5,375.53
M,21.5,69.38,187.5,115,197.5,500,377.91
M,22.5,73.83,167.5,110,205,482.5,349.68
M,19.5,72.55,145,95,205,445,326.24
M,21.5,72.78,170,95,180,445,325.56
M,24.5,82.75,255,150,280,685,463.22
M,22.5,80.91,252.5,155,270,677.5,464.09
M,23.5,81.28,255,162.5,260,677.5,462.86
M,23.5,82.56,235,172.5,260,667.5,451.97
M,21.5,81.03,215,155,292.5,662.5,453.42
M,21.5,82.03,257.5,140,260,657.5,446.83
M,23.5,81.15,245,135,275,655,447.9
M,21.5,82.99,222.5,135,270,627.5,423.65
M,24,81.64,225,135,255,615,419.09
M,23.5,82.69,212.5,145,255,612.5,414.36
M,24.5,82.32,212.5,150,240,602.5,408.64
M,21.5,82.49,202.5,170,230,602.5,408.16
M,21.5,80.55,215,132.5,235,582.5,400.05
M,24.5,78.48,210,120,245,575,401.05
M,21.5,82.79,205,142.5,220,567.5,383.66
M,18.5,82.65,205,105,240,550,372.18
M,23.5,82.09,200,120,227.5,547.5,371.92
M,22.5,77.4,200,117.5,225,542.5,381.59
M,20.5,81.79,205,127.5,210,542.5,369.3
M,22.5,79.38,185,135,220,540,374.08
M,22.5,81.9,177.5,130,222.5,530,360.51
M,21.5,82.6,185,135,210,530,358.77
M,18.5,78.07,190,97.5,237.5,525,367.34
M,23,92.55,280,192.5,282.5,755,481.5
M,22,89.78,267.5,150,305,722.5,467.75
M,25,92.25,242.5,175,285,702.5,448.72
M,23.5,92.47,255,150,287.5,692.5,441.82
M,19.5,92.95,242.5,172.5,265,680,432.76
M,23.5,90.95,255,157.5,265,677.5,435.78
M,22.5,92.17,240,150,255,645,412.17
M,21.5,92.23,235,152.5,255,642.5,410.44
M,21,90.48,217.5,172.5,245,635,409.5
M,20.5,90.91,230,130,272.5,632.5,406.92
M,23.5,91.67,235,150,247.5,632.5,405.25
M,22.5,91,222.5,145,260,627.5,403.51
M,18.5,87.9,207.5,132.5,267.5,607.5,397.59
M,24.5,90.29,200,152.5,245,597.5,385.72
M,23.5,91.16,220,127.5,250,597.5,383.88
M,24.5,91.33,215,122.5,257.5,595,381.93
M,21.5,83.24,207.5,147.5,235,590,397.66
M,23.5,91.44,207.5,125,255,587.5,376.89
M,20.5,90.37,215,140,227.5,582.5,375.87
M,24.5,89.97,212.5,150,217.5,580,375.09
M,23,91.62,215,115,245,575,368.51
M,21,87.24,200,127.5,240,567.5,372.87
M,21,90.38,205,117.5,235,557.5,359.72
M,19.5,87.15,212.5,125,217.5,555,364.86
M,19.5,91.59,202.5,132.5,205,540,346.14
M,21.5,90.43,172.5,160,202.5,535,345.1
M,22.5,85.75,170,110,212.5,492.5,326.57
M,22,91.64,175,137.5,150,462.5,296.38
M,20.5,88.17,122.5,80,160,362.5,236.87
M,18,104.61,292.5,180,322.5,795,480.18
M,21.5,95.25,272.5,197.5,322.5,792.5,498.56
M,24.5,103.42,280,170,287.5,737.5,447.54
M,23.5,104.8,252.5,170,285,707.5,427.02
M,23.5,101.27,245,175,280,700,428.53
M,23.5,101.73,235,157.5,300,692.5,423.13
M,23.5,102.84,260,160,265,685,416.65
M,21.5,103.5,260,140,285,685,415.55
M,21.5,99.24,250,160,272.5,682.5,421.49
M,22.5,103.41,235,150,272.5,657.5,399.01
M,23.5,103.73,230,160,265,655,396.99
M,24,103.8,237.5,160,255,652.5,395.36
M,20.5,93.52,227.5,152.5,262.5,642.5,407.7
M,23.5,101,225,145,245,615,376.93
M,24.5,96.94,230,127.5,255,612.5,382.23
M,20.5,94.4,175,125,245,545,344.3
M,22.5,105.94,252.5,180,280,712.5,428.18
M,22.5,112.85,240,162.5,275,677.5,397.49
M,21.5,115.28,227.5,165,257.5,650,378.46
M,20.5,118.65,222.5,147.5,230,600,345.89
M,21.5,114.82,232.5,130,202.5,565,329.43
M,22.5,127.68,292.5,215,315,822.5,463.08
M,23,139.65,250,145,250,645,353.72
F,21.5,46.62,110,82.5,140,332.5,438.39
F,22.5,46.14,97.5,67.5,125,290,385.32
F,20.5,46.92,80,37.5,110,227.5,298.53
F,20.5,44.82,70,32.5,105,207.5,281.8
F,19.5,46.88,82.5,50,75,207.5,272.46
F,24.5,51.85,135,72.5,150,357.5,436.63
F,20.5,51.59,112.5,57.5,152.5,322.5,395.27
F,21.5,50.91,100,70,130,300,371.13
F,19.5,48.69,87.5,50,115,252.5,322.47
F,22.5,51.14,90,50,112.5,252.5,311.38
F,24.5,48.84,80,45,107.5,232.5,296.27
F,20.5,56.12,135,77.5,150,362.5,419.59
F,24.5,56.7,125,72.5,160,357.5,411
F,22.5,56.16,125,70,152.5,347.5,402.03
F,24,56.8,127.5,75,145,347.5,399.05
F,20.5,56.28,117.5,67.5,147.5,332.5,384.14
F,21.5,56.15,102.5,67.5,145,315,364.48
F,21.5,56.49,115,60,132.5,307.5,354.39
F,22.5,56.43,120,60,125,305,351.75
F,21.5,56.45,117.5,55,120,292.5,337.26
F,24,55.97,95,70,125,290,336.26
F,21.5,56.53,95,57.5,132.5,285,328.3
F,21.5,53.5,105,55,120,280,334.67
F,22.5,55.5,92.5,75,112.5,280,326.49
F,21.5,56.3,97.5,62.5,115,275,317.63
F,23,56.07,90,45,120,255,295.33
F,24.5,56.87,75,45,25,145,166.37
F,23.5,62.46,145,85,162.5,392.5,424.37
F,18.5,61.4,140,95,155,390,426.14
F,24.5,61.62,137.5,77.5,170,385,419.74
F,21.5,62.11,122.5,77.5,150,350,379.72
F,24,60.93,117.5,67.5,160,345,378.77
F,24,59,107.5,90,145,342.5,383.75
F,22.5,61.32,110,75,150,335,366.34
F,23,59.43,122.5,60,147.5,330,368.04
F,24.5,61.71,120,67.5,140,327.5,356.73
F,22.5,60.86,112.5,62.5,142.5,317.5,348.83
F,19.5,61.54,115,55,140,310,338.25
F,23.5,62.01,90,60,127.5,277.5,301.36
F,20.5,62.88,110,40,120,270,290.73
F,18.5,69.87,155,92.5,165,412.5,417.58
F,20.5,68.09,145,72.5,172.5,390,400.62
F,22,67.43,135,82.5,170,387.5,400.29
F,23.5,70.55,140,67.5,170,377.5,380.08
F,22.5,68.33,125,70,180,375,384.44
F,21.5,69.84,145,62.5,167.5,375,379.71
F,24.5,71.3,135,72.5,160,367.5,367.85
F,24.5,68.27,122.5,72.5,167.5,362.5,371.81
F,22.5,70.01,130,77.5,142.5,350,353.91
F,23.5,71.26,125,62.5,152.5,340,340.43
F,24.5,70.8,122.5,90,125,337.5,339.14
F,20.5,67.41,110,70,135,315,325.45
F,23.5,71.41,117.5,55,135,307.5,307.53
F,21.5,70.79,100,62.5,127.5,290,291.43
F,20.5,83.85,152.5,90,157.5,400,368.37
F,18.5,82.29,145,70,175,390,362.42
F,21,74.61,135,90,160,385,376.02
F,22.5,78.77,137.5,82.5,150,370,351.35
F,21.5,75.57,140,60,162.5,362.5,351.66
F,23,75.22,120,92.5,135,347.5,337.93
F,22.5,81.25,130,67.5,147.5,345,322.59
F,18,82.38,132.5,55,155,342.5,318.11
F,24.5,77.91,107.5,57.5,140,305,291.25
F,20,76.11,120,52.5,130,302.5,292.37
F,20.5,92.92,182.5,95,187.5,465,408.86
F,22.5,85.01,145,92.5,145,382.5,349.98
F,22.5,46.8,165.5,97.5,170,433,569.27
F,22,46.6,147.5,90,177.5,415,547.34
F,24.5,46.9,137.5,85,172.5,395,518.49
F,28.5,46.1,137.5,85,165,387.5,515.2
F,36.5,46.9,145,85,150,380,498.8
F,30,46.55,130,75,172.5,377.5,498.28
F,36,47,112.5,60,147.5,320,419.38
F,33.5,46.35,100,62.5,137.5,300,397.25
F,33,46.65,100,55,125,280,369
F,26.5,46.3,65,47.5,95,207.5,274.99
F,28,51.85,170,107.5,200,477.5,583.2
F,28,51.65,170,97.5,185,452.5,554.15
F,29.5,51.65,175.5,90,177.5,443,542.52
F,33.5,51.85,160,87.5,190,437.5,534.34
F,32,52,155,102.5,175,432.5,527.17
F,36.5,51.3,157.5,102.5,167.5,427.5,526.03
F,30,51.25,155,85,177.5,417.5,514.08
F,31.5,51.6,137.5,70,209,416.5,510.41
F,27.5,51.65,135,102.5,175,412.5,505.17
F,28.5,51.95,147.5,92.5,172.5,412.5,503.13
F,25.5,52,150,87.5,165,402.5,490.61
F,28,51.9,145,80,170,395,482.11
F,28.5,52,150,80,160,390,475.37
F,24.5,51.5,140,85,160,385,472.45
F,32.5,51.2,140,90,140,370,455.9
F,31.5,49.85,135,77.5,147.5,360,452.05
F,30,51.1,122.5,75,147.5,345,425.68
F,23.5,51.75,127.5,77.5,140,345,421.93
F,34.5,51.6,125,57.5,152.5,335,410.53
F,32,51.6,115,67.5,140,322.5,395.22
F,23,56.75,185,100,230,515,591.73
F,29,56.6,187.5,112.5,192.5,492.5,566.87
F,32.5,56.3,182.5,97.5,200,480,554.42
F,32.5,56.35,177.5,82.5,202.5,462.5,533.89
F,29,56.65,167.5,102.5,190,460,529.15
F,29.5,56.4,175,92.5,187.5,455,524.93
F,28.5,56.9,170,87.5,197.5,455,521.89
F,23,56.75,162.5,100,185,447.5,514.18
F,24,56.75,152.5,102.5,167.5,422.5,485.45
F,29.5,55.75,155,95,170,420,488.28
F,31,56.15,155,82.5,180,417.5,483.08
F,34.5,56.4,147.5,72.5,182.5,402.5,464.36
F,29.5,56.2,142.5,82.5,175,400,462.56
F,26.5,55.8,130,82.5,185,397.5,461.84
F,36,56.45,137.5,70,185,392.5,452.56
F,24.5,55.85,142.5,72.5,172.5,387.5,449.96
F,27,57,132.5,85,152.5,370,423.91
F,28.5,56.6,132.5,67.5,162.5,362.5,417.24
F,23.5,55.5,135,70,150,355,413.95
F,24.5,55.6,117.5,65,160,342.5,398.89
F,36,62.6,202.5,140,210,552.5,596.54
F,25,62.55,202.5,115,222.5,540,583.33
F,26,62.45,202.5,112.5,222.5,537.5,581.19
F,22.5,62.7,185,127.5,212.5,525,566.29
F,31.5,60.25,182.5,97.5,231.5,511.5,565.54
F,23.5,62.25,182.5,110,205,497.5,539
F,27.5,62.5,187.5,105,205,497.5,537.68
F,36.5,61.8,175,107.5,205,487.5,530.53
F,39,63,177.5,92.5,200,470,505.49
F,32.5,60.45,162.5,80,212.5,455,502.02
F,33.5,62,157.5,95,197.5,450,488.75
F,42.5,62.9,150,92.5,207.5,450,484.45
F,36,62.8,155,85,205,445,479.53
F,36,62.3,155,72.5,170,397.5,430.45
F,29.5,62.2,142.5,70,160,372.5,403.77
F,31.5,60.65,130,60,137.5,327.5,360.6
F,29.5,67.6,222.5,140,215,577.5,595.7
F,30,66.55,212.5,125,230,567.5,590.72
F,34.5,68.45,190,130,230,550,563.28
F,26.5,68.35,200,122.5,222.5,545,558.63
F,27.5,68.9,205,115,225,545,556.08
F,39.5,68.4,180,125,232.5,537.5,550.71
F,33.5,68.3,187.5,105,232.5,525,538.35
F,23.5,68.8,190,112.5,210,512.5,523.35
F,25,68.95,185,115,200,500,509.96
F,47.5,68.35,182.5,92.5,207.5,482.5,494.56
F,30.5,68.5,182.5,102.5,190,475,486.27
F,25,67.55,167.5,120,172.5,460,474.7
F,23.5,67.9,155,105,187.5,447.5,460.43
F,31,67.8,155,92.5,185,432.5,445.37
F,26,67.8,157.5,95,175,427.5,440.22
F,32,68.3,150,82.5,187.5,420,430.68
F,33,68.45,135,80,170,385,394.3
F,40,67.3,145,82.5,155,382.5,395.57
F,30.5,68.35,140,85,157.5,382.5,392.06
F,27.5,68.8,170,72.5,140,382.5,390.6
F,30.5,68.75,130,80,170,380,388.21
F,32,67.2,132.5,92.5,152.5,377.5,390.73
F,27,68.1,117.5,65,172.5,355,364.64
F,28.5,66.5,122.5,70,145,337.5,351.47
F,21.5,75.3,207.5,155.5,250,613,595.79
F,31.5,75.3,217.5,130,245,592.5,575.87
F,24,76,220,120,245,585,565.83
F,26,74.9,207.5,120,240,567.5,553.12
F,29,75.4,215,107.5,245,567.5,551.18
F,22,73.8,192.5,125,237.5,555,545.22
F,28,74.45,175,125,240,540,528
F,25.5,75.4,192.5,122.5,222.5,537.5,522.05
F,24,75.1,202.5,120,202.5,525,510.98
F,26,75.4,205,112.5,200,517.5,502.62
F,27.5,74.5,182.5,110,202.5,495,483.83
F,30.5,75.85,192.5,107.5,192.5,492.5,476.85
F,24.5,75.25,165,97.5,202.5,465,452.11
F,31.5,75.25,180,85,192.5,457.5,444.81
F,36.5,74.7,177.5,75,187.5,440,429.46
F,28.5,74.9,157.5,107.5,170,435,423.98
F,45.5,75,140,75,167.5,382.5,372.55
F,38.5,74.4,135,65,170,370,361.91
F,27,83.1,247.5,135,260,642.5,594.25
F,26.5,83.8,222.5,107.5,262.5,592.5,545.81
F,31,81.85,202.5,135,217.5,555,517.09
F,39.5,83.95,217.5,112.5,215,545,501.63
F,29,78.95,192.5,112.5,227.5,532.5,505.08
F,31,83.3,190,105,220,515,475.77
F,32.5,83.6,190,112.5,202.5,505,465.73
F,32,83.8,182.5,132.5,185,500,460.6
F,35,83.1,185,90,187.5,462.5,427.76
F,40.5,82.35,145,85,160,390,362.29
F,27,128.95,311,152.5,267.5,731,575.88
F,32.5,123.6,280,155,269.5,704.5,560.76
F,23.5,134.8,275,167,262.5,704.5,549.96
F,25,118.95,280,137.5,255,672.5,540.95
F,28.5,139.85,255,130,273,658,510.57
F,29.5,126,252.5,145,257.5,655,518.83
F,31.5,135,245,166.5,240,651.5,508.45
F,42,126.9,225,150,242.5,617.5,488.28
F,33,107.3,225,150,210,585,486.36
F,35,91.85,205,102.5,197.5,505,446.24
F,24.5,137.75,200,95,195,490,381.09
F,29.5,91.3,170,110,202.5,482.5,427.47
F,34.5,121.4,155,77.5,207.5,440,351.91
F,41,94.95,160,82.5,170,412.5,359.41
F,26.5,89.05,150,70,157.5,377.5,338.14
M,26.5,59,222.5,147.5,267.5,637.5,545.62
M,28.5,58.6,222.5,132.5,255,610,525.07
M,22.5,58.65,200,137.5,260,597.5,513.94
M,25,58.4,212.5,142.5,235,590,509.32
M,24.5,58.85,185,140,257.5,582.5,499.61
M,28,58.25,217.5,127.5,232.5,577.5,499.61
M,24.5,58.55,197.5,132.5,230,560,482.37
M,28.5,58.4,180,117.5,260,557.5,481.26
M,35.5,58.2,200,142.5,210,552.5,478.33
M,27.5,58.2,192.5,140,215,547.5,474
M,32.5,58.8,185,122.5,230,537.5,461.34
M,30,58.7,170,100,260,530,455.55
M,27.5,58.5,167.5,140,210,517.5,446.09
M,23.5,58.8,182.5,127.5,190,500,429.15
M,26,56.7,210,120,140,470,416.13
M,29,65.3,255,155,297.5,707.5,558.77
M,35.5,65.55,270,177.5,260,707.5,557.17
M,29,65.65,247.5,175,285,707.5,556.54
M,35,65.8,245,165,287.5,697.5,547.74
M,26.5,65.65,240,175,277.5,692.5,544.74
M,29.5,65.55,235,160,292.5,687.5,541.42
M,27.5,65.9,250,165,270,685,537.32
M,31.5,65.8,217.5,172.5,280,670,526.15
M,28.5,64.7,232.5,137.5,287.5,657.5,522.9
M,27,65.25,225,160,250,635,501.8
M,27,65.4,230,147.5,255,632.5,498.96
M,28,65.55,222.5,162.5,240,625,492.2
M,31,65.5,205,155,260,620,488.54
M,23.5,64.8,217.5,130,270,617.5,490.52
M,30.5,65.7,245,120,240,605,475.64
M,27.5,65.75,225,135,235,595,467.51
M,19.5,65.5,202.5,130,257.5,590,464.9
M,28.5,64.7,202.5,127.5,250,580,461.27
M,24.5,72.75,311,200,325,836,611.77
M,35.5,73.55,272.5,207.5,332.5,812.5,590.31
M,27,73.8,287.5,172.5,330,790,572.69
M,24.5,73.55,255,213,302.5,770.5,559.79
M,38,73.6,242.5,190,320,752.5,546.47
M,30.5,73.7,270,172.5,310,752.5,545.99
