Sex,Age,BodyweightKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Dots
F,21,55.8,142.5,100,150,392.5,456.03
F,20.5,56.8,142.5,85,165,392.5,450.72
F,21,56.5,178,92.5,115,385.5,444.23
F,21.5,56.95,140,87.5,140,367.5,421.28
F,22.5,56.7,127.5,97.5,135,360,413.88
F,22.5,56.5,130,67.5,155,352.5,406.2
F,19,56.65,125,75,140,340,391.11
F,21,55.65,120,65,150,335,389.92
F,21.5,55,100,60,127.5,287.5,337.27
F,19.5,62.7,172.5,105,216,493.5,532.31
F,20.5,62.05,157.5,120,195,472.5,512.93
F,21.5,62.8,180,95,190,465,501.08
F,21.5,62.35,150,95,200,445,481.65
F,20,61.9,165,77.5,195,437.5,475.65
F,23,62.8,150,85,202.5,437.5,471.45
F,21,62.2,160,82.5,190,432.5,468.81
F,23,61.05,142.5,107.5,167.5,417.5,457.81
F,22,61.55,157.5,87.5,167.5,412.5,450.04
F,22.5,62.1,155,95,160,410,444.86
F,22.5,61.2,142.5,80,180,402.5,440.69
F,18.5,62.7,150,67.5,185,402.5,434.16
F,20.5,60.9,135,82.5,172.5,390,428.31
F,23,62.6,147.5,82.5,157.5,387.5,418.39
F,20.5,62.05,140,70,170,380,412.52
F,21,62.6,137.5,80,155,372.5,402.19
F,21.5,61.45,132.5,77.5,150,360,393.16
F,22.5,61.85,120,60,140,320,348.07
F,20,68.5,175,110,212.5,497.5,509.3
F,21.5,67.1,182.5,105,202.5,490,507.62
F,22,68.9,177.5,110,190,477.5,487.21
F,22.5,68.7,160,107.5,202.5,470,480.35
F,23,68.2,170,107.5,190,467.5,479.79
F,21,68.55,183,97.5,182.5,463,473.78
F,22.5,69,177.5,107.5,175,460,468.97
F,22,68.5,170,82.5,190,442.5,453
F,22.5,64.5,155,92.5,185,432.5,458.6
F,21.5,68.35,162.5,80,167.5,410,420.25
F,23,67.8,137.5,82.5,180,400,411.9
F,19,68,155,80,165,400,411.21
F,23,68.2,142.5,100,157.5,400,410.52
F,21.5,74.9,200,145.5,210,555.5,541.43
F,23,73.55,202.5,120,202.5,525,516.69
F,21.5,75.1,187.5,112.5,205,505,491.51
F,22.5,74.7,162.5,97.5,200,460,448.98
F,22.5,73.85,150,90,190,430,422.27
F,20.5,74.5,125,100,192.5,417.5,408.08
F,22.5,74.9,160,82.5,170,412.5,402.05
F,21.5,74.4,140,100,162.5,402.5,393.7
F,22,72.35,122.5,75,162.5,360,357.47
F,19.5,77.85,195,147.5,240,582.5,556.45
F,21,83.55,205,120,190,515,475.09
F,22,77.55,180,115,212.5,507.5,485.77
F,22,82.35,182.5,115,207.5,505,469.12
F,22.5,83.95,195,97.5,212.5,505,464.81
F,21,82.4,165,122.5,210,497.5,462.02
F,20.5,78.75,152.5,97.5,185,435,413.13
F,22.5,82.9,165,82.5,165,412.5,381.96
F,22.5,82.1,145,72.5,160,377.5,351.2
F,21.5,77.9,125,60,120,305,291.27
F,18,141,230,164.5,200,594.5,460.78
F,23,125,192.5,107.5,165,465,369.06
F,22.5,97.1,182.5,100,170,452.5,390.67
F,22.5,101.35,167.5,82.5,182.5,432.5,367.17
F,20.5,91.25,162.5,57.5,170,390,345.6
F,28,62.6,213,112.5,231,556.5,600.86
F,27.5,62.65,200,143.5,202.5,546,589.23
F,21,47.05,160,92.5,172.5,425,556.55
F,29.5,57,162.5,102.5,230,495,567.12
F,24,62.98,182.5,115,205,502.5,540.55
F,27,58.92,182.5,110,187.5,480,538.28
F,32,51.92,165,82.5,185,432.5,527.74
F,32,69.15,185,107.5,225,517.5,526.94
F,26,74.4,165,122.5,240,527.5,515.97
F,25.5,68.92,182.5,110,207.5,500,510.08
F,25,83.29,200,97.5,240,537.5,496.59
F,22.5,56.89,140,72.5,160,372.5,427.31
F,32,46.85,97.5,75,135,307.5,403.95
M,25,103.99,310,207.5,372.5,890,538.87
M,33.5,82.07,292.5,177.5,317.5,787.5,535.03
M,22.5,82.41,265,175,320,760,515.14
M,31,92.63,270,190,340,800,509.98
M,29.5,93,290,190,320,800,509
M,20,81.85,257.5,170,305,732.5,498.43
M,25.5,73.74,271,150,270,691,501.19
M,34,103.56,297.5,190,300,787.5,477.62
M,32.5,92.83,250,180,300,730,464.87
M,23.5,66.32,222.5,150,235,607.5,474.29
M,27.5,51.1,275,172.5,145,592.5,577.04
M,19.5,48.3,212.5,153,127.5,492.5,507.2
M,32,58.15,226,170,260,656,568.35
M,27.5,58.62,210,142.5,250,602.5,518.46
M,36.5,58.3,215,147.5,205,567.5,490.6
M,35.5,58.48,195,135,235,565,487.17
M,34.5,58.47,185,140,220,545,469.99
M,28.5,58.29,182.5,127.5,202.5,512.5,443.12
M,36.5,65.56,215,157.5,278,650.5,512.23
M,32.5,63.27,222.5,162.5,265,650,525.87
M,23.5,64.87,240.5,150,245,635.5,504.41
M,31.5,65.86,210,172.5,240,622.5,488.51
M,29,65.66,225,145,240,610,479.79
M,33.5,65.2,210,132.5,225,567.5,448.72
M,28.5,65.24,195,152.5,200,547.5,432.7
M,24.5,65.87,175,122.5,220,517.5,406.07
M,25.5,64.32,172.5,140,202.5,515,411.41
M,24.5,65.43,182.5,110,210,502.5,396.27
M,38.5,73.57,247.5,167.5,297.5,712.5,517.56
M,40,73.04,240,150,305,695,507.25
M,23.5,73.27,232.5,210.5,250,693,504.75
M,29,72.7,250,167.5,262.5,680,497.84
M,33.5,73.62,225,150,300,675,490.11
M,39.5,73.76,230,152.5,292.5,675,489.5
M,31.5,73.22,242.5,135,295,672.5,490.04
M,24.5,73.84,250,150,270,670,485.53
M,24.5,73.56,237.5,140,280,657.5,477.65
M,27.5,73.88,252.5,160,240,652.5,472.68
M,36.5,73.62,210,157.5,280,647.5,470.14
M,25.5,73.92,210,140,250,600,434.5
M,32,72.18,210,150,230,590,434.02
M,30.5,72.07,205,130,240,575,423.42
M,33.5,73.77,182.5,160,220,562.5,407.88
M,29.5,73.63,175,155,185,515,373.9
M,24,82.4,270,202.5,302.5,775,525.34
M,29.5,82.6,260,167.5,300,727.5,492.47
M,27.5,82.72,250,165,290,705,476.84
M,25.5,81.45,247.5,165,290,702.5,479.36
M,28.5,82.63,252.5,147.5,297.5,697.5,472.06
M,32.5,82.95,225,160,287.5,672.5,454.15
M,24.5,81.35,230,160,280,670,457.51
M,27.5,81.88,232.5,145,285,662.5,450.7
M,24.5,79.95,230,165,260,655,451.82
M,25.5,80.48,240,150,260,650,446.63
M,25.5,82.62,235,152.5,262.5,650,439.94
M,35,82.09,220,147.5,280,647.5,439.86
M,28.5,81.41,232.5,150,255,637.5,435.13
M,30.5,81.26,190,180,220,590,403.14
M,25,92.52,290,187.5,355,832.5,531
M,33.5,91.48,303,172.5,322.5,798,511.81
M,36.5,92.48,265,212.5,307.5,785,500.81
M,31.5,92.85,287.5,195,302.5,785,499.85
M,27.5,92.48,275,207.5,300,782.5,499.22
M,26.5,91.38,290,215,270,775,497.33
M,31,92.76,277.5,190,287.5,755,480.97
M,32.5,92.07,270,172.5,300,742.5,474.72
M,27.5,91.33,257.5,175,285,717.5,460.56
M,26.5,91.39,250,160,295,705,452.39
M,27.5,92.39,247.5,175,275,697.5,445.2
M,23.5,90.58,252.5,162.5,272.5,687.5,443.11
M,31.5,90.33,225,167.5,285,677.5,437.27
M,28,91.11,230,155,290,675,433.79
M,24.5,91.76,215,147.5,280,642.5,411.46
M,35.5,92.36,182.5,137.5,230,550,351.11
M,30.5,104.49,290,207.5,330,827.5,500.05
M,36,103.79,305,187.5,330,822.5,498.39
M,26.5,103,295,200,307.5,802.5,487.8
M,27.5,103.85,310,197.5,295,802.5,486.16
M,25,104.7,285,187.5,330,802.5,484.54
M,29.5,103.69,295,212.5,292.5,800,484.95
M,25.5,104.05,280,202.5,300,782.5,473.67
M,27,101.25,275,167.5,330,772.5,472.96
M,26.5,104.07,285,185,290,760,460.01
M,26.5,104.09,275,172.5,312.5,760,459.97
M,23.5,102.71,255,182.5,302.5,740,450.34
M,35,100.15,242.5,182.5,307.5,732.5,450.57
M,24.5,104.37,275,172.5,277.5,725,438.31
M,38,119.48,350,212.5,365,927.5,533.44
M,35.5,119.93,342.5,222.5,362.5,927.5,532.77
M,30.5,118.51,327.5,230,342.5,900,519.05
M,30,119.72,325,200,335,860,494.29
M,26,118.75,327.5,190,335,852.5,491.32
M,21.5,119.78,307.5,195,335,837.5,481.28
M,27,118.96,317.5,192.5,315,825,475.19
M,26.5,118.26,302.5,227.5,285,815,470.36
M,26.5,116.94,290,200,320,810,469.28
M,34,107.29,315,200,280,795,475.38
M,37.5,117.87,285,222.5,280,787.5,455
M,26.5,118.66,270,195,322.5,787.5,453.97
M,30.5,118.28,275,207.5,270,752.5,434.27
M,33,118.94,270,165,275,710,408.97
M,28,171.65,425.5,235,340,1000.5,519.37
M,27,167.02,410,232.5,335,977.5,511.01
M,28.5,149.81,387.5,250,332.5,970,521.8
M,34.5,168.15,410,242.5,317.5,970,506.21
M,26.5,156.15,390,222.5,337.5,950,505.44
M,32.5,142.29,365,205,362.5,932.5,508.72
M,32,156.85,392.5,215,320,927.5,492.89
M,30.5,163.5,330,252.5,325,907.5,477.05
M,26.5,182.5,327.5,225,342.5,895,457.44
M,26,174.25,335,225,332.5,892.5,461.52
M,28,143.72,310,270.5,295,875.5,476.31
M,25.5,153.33,332.5,205,312.5,850,454.43
M,25,141.3,305,215,312.5,832.5,455.05
M,25.5,145.45,312.5,215,300,827.5,448.72
M,28.5,146.2,285,170,360,815,441.32
M,26.5,145.06,302.5,180,325,807.5,438.2
M,27.5,131.85,285,200,317.5,802.5,447.46
M,36.5,136.33,295,212.5,290,797.5,440.35
M,28,125.69,300,165,320,785,444.13
M,24,126,260,180,325,765,432.48
M,26.5,136,275,165,300,740,408.89
M,23.5,130.12,260,170,275,705,394.65
M,31.5,153.3,235,270,175,680,363.56
M,16.5,52.48,165,110,175,450,427.28
M,17,52.18,190,115,142.5,447.5,427.21
M,17.5,58.93,192.5,105,180,477.5,409.08
M,17.5,58.42,147.5,100,175,422.5,364.62
M,16.5,58.98,137.5,105,180,422.5,361.71
M,16.5,58.18,150,70,190,410,355.06
M,17.5,57.22,152.5,80,152.5,385,338.19
M,16.5,57.8,102.5,70,122.5,295,256.9
M,17.5,65.44,195,102.5,221.5,519,409.24
M,16.5,65.35,195,110,207.5,512.5,404.53
M,17,65.48,172.5,120,207.5,500,394.08
M,17.5,65.5,185,105,200,490,386.11
M,17.5,65.38,175,107.5,195,477.5,376.77
M,16.5,65.46,155,90,182.5,427.5,337.01
M,16.5,65.57,142.5,95,190,427.5,336.59
M,17.5,73.62,210,142.5,237.5,590,428.39
M,18,73.78,205,135,240,580,420.53
M,17.5,73.38,192.5,107.5,232.5,532.5,387.47
M,17.5,73.39,195,105,215,515,374.7
M,16.5,73.92,182.5,115,215,512.5,371.13
M,16.5,73.17,177.5,115,215,507.5,369.97
M,17.5,73.58,165,117.5,217.5,500,363.17
M,17.5,72.25,145,95,190,430,316.12
M,17.5,71.18,150,92.5,180,422.5,313.74
M,17.5,72.52,112.5,115,165,392.5,287.83
M,18,73.89,100,150,140,390,282.5
M,16.5,71.74,120,90,155,365,269.61
M,17.5,80.3,220,147.5,235,602.5,414.54
M,17.5,77.81,230,132.5,220,582.5,408.41
M,17.5,82.34,225.5,127.5,225,578,391.96
M,17.5,82.18,202.5,130,230,562.5,381.88
M,17.5,77.56,200,140,210,550,386.38
M,16.5,90.52,230,150,297.5,677.5,436.81
M,17.5,92.43,245,145,287.5,677.5,432.34
M,16.5,92.03,247.5,155,250,652.5,417.27
M,17.5,92.2,262.5,160,227.5,650,415.3
M,17.5,87.51,235,130,250,615,403.43
M,17.5,92.66,200,125,232.5,557.5,355.34
M,17,88.18,180,117.5,200,497.5,325.06
M,17.5,99.9,252.5,157.5,300,710,437.21
M,17.5,100.96,245,137.5,252.5,635,389.25
M,16.5,102.77,230,127.5,260,617.5,375.7
M,17.5,115.6,262.5,140,300,702.5,408.63
M,16.5,116.24,263,160,250,673,390.72
M,16.5,117.76,250,142.5,230,622.5,359.78
M,17.5,116.65,232.5,95,255,582.5,337.76
M,16.5,109.83,225,120,217.5,562.5,333.34
M,16,145.24,327.5,172.5,272.5,772.5,419.06
M,17.5,148.27,250,130,210,590,318.27
M,19,52.26,157.5,115,230,502.5,479.02
M,19.5,52.44,135,95,172.5,402.5,382.46
M,21.5,52.5,127.5,90,177.5,395,374.93
M,23,58.87,165,125,240.5,530.5,454.88
M,20.5,58.57,185,115,223,523,450.37
M,22.5,58.53,180,127.5,192.5,500,430.81
M,21.5,58.6,160,105,205,470,404.56
M,21.5,58.86,165,100,200,465,398.77
M,21.5,58.41,162.5,100,200,462.5,399.19
M,19.5,58.54,150,115,180,445,383.37
M,18.5,58.49,140,117.5,180,437.5,377.18
M,21.5,58.8,160,90,187.5,437.5,375.51
M,21,58.44,157.5,82.5,190,430,370.98
M,22,65.64,225.5,115,275,615.5,484.23
M,22.5,65.74,215,142.5,245,602.5,473.46
M,20,64.48,215,182.5,200,597.5,476.42
M,22.5,65.83,202.5,142.5,222.5,567.5,445.5
M,22.5,65.98,215,125,212.5,552.5,433
M,20.5,65.32,195,127.5,222.5,545,430.33
M,22.5,64.78,212.5,115,200,527.5,419.12
M,21.5,65.28,190,137.5,190,517.5,408.8
M,18,65.23,177.5,105,230,512.5,405.09
M,20.5,65.09,170,142.5,197.5,510,403.76
M,19.5,64.24,175,112.5,215,502.5,401.81
M,18.5,65.36,175,112.5,195,482.5,380.81
M,20.5,64.66,162.5,115,202.5,480,381.92
M,22.5,65.6,75,117.5,125,317.5,249.9
M,19.5,73.45,235,137.5,255,627.5,456.31
M,19.5,72.45,212.5,175.5,235,623,457.16
M,20.5,72.9,205,142.5,250,597.5,436.65
M,22.5,73.06,185,145,250,580,423.24
M,22.5,73.18,205,132.5,242.5,580,422.79
M,22.5,73.49,210,122.5,245,577.5,419.8
M,20.5,72.98,195,130,237.5,562.5,410.77
M,22,73.71,195,120,232.5,547.5,397.21
M,21.5,72.3,192.5,117.5,230,540,396.8
M,20.5,73.49,195,117.5,200,512.5,372.55
M,22.5,81.44,270,205,270,745,508.4
M,22.5,81.77,260,157.5,287.5,705,479.99
M,22.5,81.58,230,157.5,292.5,680,463.58
M,22.5,81.93,250,152.5,277.5,680,462.45
M,22.5,82.45,242.5,142.5,280,665,450.62
M,19.5,82.6,242.5,167.5,242.5,652.5,441.7
M,22.5,82.36,230,150,270,650,440.73
M,22,79.96,215,175,250,640,441.44
M,22,82.36,222.5,150,265,637.5,432.25
M,23,82.72,245,150,235,630,426.12
M,21.5,79.13,232.5,150,245,627.5,435.51
M,18.5,81.72,230,120,275,625,425.67
M,20.5,81.69,227.5,127.5,265,620,422.35
M,22.5,82.32,220,150,240,610,413.72
M,21.5,82.74,210,142.5,242.5,595,402.39
M,22.5,82.7,215,150,175,540,365.29
M,20.5,92.02,290,185,310,785,502.03
M,20.5,91.84,242.5,202.5,277.5,722.5,462.5
M,21,92.53,267.5,157.5,275,700,446.47
M,22,91.8,257.5,162.5,260,680,435.39
M,21.5,92.43,255,157.5,260,672.5,429.15
M,19.5,92.02,260,150,260,670,428.48
M,21.5,90.84,245,160,260,665,428
M,21.5,90.53,230,130,290,650,419.05
M,22.5,91.79,212.5,125,280,617.5,395.39
M,22.5,101.3,300,190,290,780,477.45
M,22.5,104.6,252.5,172.5,325,750,453.02
M,22.5,104.83,275,175,300,750,452.62
M,22.5,104.13,280,185,270,735,444.77
M,22.5,103.5,247.5,180,287.5,715,433.75
M,22.5,103.73,260,152.5,300,712.5,431.84
M,19.5,102.86,255,157.5,295,707.5,430.3
M,19.5,104.16,252.5,150,300,702.5,425.06
M,22.5,104.36,230,155,290,675,408.1
M,20,103.04,235,137.5,285,657.5,399.6
M,21.5,99.76,230,137.5,280,647.5,398.96
M,22.5,99.28,217.5,137.5,287.5,642.5,396.71
M,22.5,119.22,305,212.5,357.5,875,503.61
M,21.5,118.83,320,200,307.5,827.5,476.8
M,18.5,116.18,287.5,175,305,767.5,445.66
M,22.5,119.8,270,202.5,272.5,745,428.1
M,22.5,119.34,285,167.5,285,737.5,424.33
M,21.5,117.84,260,150,277.5,687.5,397.26
M,21,170.93,340.5,217.5,300,858,445.87
M,22.5,160.04,315,200,325,840,444.04
M,22.5,124.62,280,190,300,770,436.82
M,21.5,124.77,260,162.5,282.5,705,399.8
M,45.5,58.78,167.5,90,212.5,470,403.52
M,42.5,56.95,167.5,107.5,192.5,467.5,412.34
M,43.5,57.09,130,87.5,177.5,395,347.65
M,39.5,58.01,132.5,90,172.5,395,342.92
M,44.5,58.08,110,95,172.5,377.5,327.39
M,39.5,65.01,190,122.5,240,552.5,437.82
M,44.5,65.6,185,107.5,250,542.5,426.99
M,44,65.57,190,120,217.5,527.5,415.32
M,48.5,65.67,180,117.5,225,522.5,410.92
M,45.5,65.91,175,110,230,515,403.92
M,40.5,65.41,175,130,200,505,398.34
M,44.5,66,170,107.5,205,482.5,378.05
M,47,65,162.5,135,180,477.5,378.43
M,39.5,64.64,155,110,195,460,366.09
M,48.5,65.73,80,142.5,90,312.5,245.6
M,42.5,73.56,215,155,252.5,622.5,452.23
M,44.5,73.01,202.5,130,257.5,590,430.74
M,42.5,73.99,187.5,140,257.5,585,423.37
M,46.5,73.33,220,155,207.5,582.5,424.04
M,44.5,73.04,200,135,225,560,408.72
M,45.5,73.88,182.5,152.5,195,530,383.94
M,39.5,73.98,197.5,100,232.5,530,383.6
M,42.5,72.91,162.5,140,210,512.5,374.5
M,45,73.08,177.5,112.5,205,495,361.15
M,40.5,71.79,155,125,190,470,347
M,43,81.58,222.5,187.5,285,695,473.81
M,42.5,82.6,240,137.5,282.5,660,446.77
M,41.5,81.08,220,172.5,250,642.5,439.58
M,40.5,81.48,235,152.5,240,627.5,428.09
M,42,82.09,225,155,235,615,417.78
M,40.5,82.34,215,132.5,252.5,600,406.88
M,43,87.98,270,165,280,715,467.72
M,39.5,92.02,235,170,272.5,677.5,433.28
M,40.5,92.28,220,177.5,265,662.5,423.1
M,44.5,90.93,232.5,172.5,255,660,424.57
M,42.5,91.92,195,140,255,590,377.52
M,43.5,92.2,220,120,250,590,376.96
M,44,92.49,185,157.5,240,582.5,371.6
M,45.5,91.25,200,155,225,580,372.46
M,42.5,92.01,190,165,220,575,367.75
M,40.5,92.71,210,112.5,252.5,575,366.4
M,41.5,92.3,180,115,200,495,316.1
M,42.5,102.67,300,190,290,780,474.76
M,48.5,99.98,260,221.5,270,751.5,462.6
M,45,103.89,270,182.5,277.5,730,442.16
M,44,104.72,270,177.5,270,717.5,433.19
M,42,104.08,260,160,270,690,417.62
M,40.5,102.73,225,185,260,670,407.71
M,42.5,104.31,230,165,272.5,667.5,403.64
M,43.5,104.71,252.5,140,260,652.5,393.96
M,40.5,99.36,220,155,255,630,388.86
M,41.5,101.93,195,195,210,600,366.31
M,42.5,102.05,210,147.5,210,567.5,346.29
M,39,119.41,275,200,307.5,782.5,450.13
M,41.5,114.65,272.5,200,280,752.5,438.99
M,42.5,115.63,285,145,305,735,427.5
M,42.5,116.94,267.5,187.5,275,730,422.93
M,39.5,117.16,257.5,180,292.5,730,422.66
M,42.5,117.69,260,200,267.5,727.5,420.56
M,44.5,118.1,275,185,257.5,717.5,414.28
M,42,119.63,230,187.5,260,677.5,389.49
M,43.5,107.63,247.5,162.5,250,660,394.17
M,39.5,110.35,240,145,270,655,387.47
M,43.5,118.91,240,195,220,655,377.32
M,42.5,143.36,285,240.5,325,850.5,463.03
M,42.5,131.47,295,236,317.5,848.5,473.51
M,40,138.88,305,205,315,825,453.14
M,42.5,164.5,305,225,295,825,432.99
M,40.5,138.99,250,225,300,775,425.58
M,40,128.32,265,150,305,720,404.75
M,44.5,140.24,262.5,185,270,717.5,393.02
M,46.5,127.54,255,172.5,275,702.5,395.66
M,43.5,147.11,272.5,180,240,692.5,374.36
M,39.5,138.15,255,140,267.5,662.5,364.43
M,39.5,143.75,235,162.5,260,657.5,357.69
M,49.5,58.29,165,107.5,190,462.5,399.89
M,50.5,58.58,125,100,155,380,327.18
M,51,65.35,192.5,135,240,567.5,447.94
M,49.5,63.89,182.5,117.5,227.5,527.5,423.57
M,58.5,65.63,180,122.5,205,507.5,399.31
M,50,65.83,172.5,107.5,212.5,492.5,386.63
M,49.5,65.97,172.5,122.5,195,490,384.06
M,54,65.62,165,105,200,470,369.84
M,52,65.91,152.5,110,200,462.5,362.75
M,57.5,65.17,157.5,97.5,162.5,417.5,330.23
M,50.5,72.61,195,102.5,247.5,545,399.33
M,49.5,73.04,177.5,102.5,256,536,391.21
M,49.5,73.48,195,122.5,207.5,525,381.67
M,57.5,73.24,185,140,192.5,517.5,377.02
M,51.5,73.37,190,122.5,195,507.5,369.31
M,54,73.45,165,110,210,485,352.68
M,57.5,73.43,150,100,202.5,452.5,329.11
M,54.5,73.43,160,102.5,190,452.5,329.11
M,50,81.28,220,170,245,635,433.83
M,55.5,82.54,230,140,250,620,419.87
M,51,82.19,220,120,267.5,607.5,412.4
M,51.5,82.54,225,140,235,600,406.32
M,50.5,81.69,220,125,250,595,405.32
M,49.5,81.27,212.5,135,240,587.5,401.4
M,49.5,82.58,187.5,122.5,245,555,375.75
M,50.5,80.02,182.5,145,215,542.5,374.02
M,49.5,82.42,177.5,130,215,522.5,354.13
M,58.5,82.12,160,115,210,485,329.4
M,54.5,82.66,157.5,120,190,467.5,316.33
M,55,81.61,190,117.5,145,452.5,308.42
M,49.5,90.49,240,175,265,680,438.49
M,53.5,92.65,237.5,170,240,647.5,412.72
M,53.5,92.52,217.5,152.5,275,645,411.41
M,51.5,91.37,220,167.5,255,642.5,412.33
M,54.5,91.53,252.5,155,230,637.5,408.76
M,51,91.75,250,145,242.5,637.5,408.28
M,53.5,92.27,217.5,162.5,235,615,392.79
M,53.5,91.77,225,152.5,235,612.5,392.23
M,53,91.11,225,135,235,595,382.38
M,49.5,87.02,190,132.5,200,522.5,343.76
M,53.5,91.46,177.5,120,192.5,490,314.31
M,55,103.47,265,152.5,295,712.5,432.28
M,54.5,104.14,255,145,270,670,405.42
M,52.5,103.4,237.5,162.5,255,655,397.51
M,50.5,98.79,225,157.5,270,652.5,403.77
M,49.5,103.24,225,162.5,265,652.5,396.24
M,51.5,104.84,215,160,260,635,383.2
M,53,103.22,220,157.5,235,612.5,371.98
M,50,104.44,210,160,240,610,368.69
M,49.5,119.75,270,175,290,735,422.41
M,52.5,114.09,260,165,275,700,409.08
M,53.5,117.97,280,130,275,685,395.67
M,56.5,118.6,235,152.5,290,677.5,390.63
M,49.5,119.89,267.5,190,220,677.5,389.21
M,51,116.17,202.5,198,252.5,653,379.19
M,51.5,114.06,240,145,250,635,371.12
M,53.5,108.88,205,165,215,585,347.82
M,55.5,117.98,192.5,142.5,202.5,537.5,310.46
M,51,123.92,275,180,290,745,423.4
M,56.5,129.11,247.5,177.5,270,695,389.97
M,49.5,130.07,260,147.5,275,682.5,382.1
M,50.5,136.61,252.5,150,275,677.5,373.87
M,49.5,141.28,220,195.5,260,675.5,369.25
M,52.5,130.64,245,150,240,635,355.04
M,56,141.96,202.5,150,235,587.5,320.71
M,60.5,57.52,125,87.5,140,352.5,308.25
M,66.5,57.7,120,55,162.5,337.5,294.34
M,60.5,58.38,115,87.5,127.5,330,284.95
M,59.5,57.51,117.5,60,130,307.5,268.94
M,68,58.32,110,50,132.5,292.5,252.79
M,59.5,65.52,165,126,225,516,406.5
M,65,65.09,185,125,205,515,407.72
M,63,65.07,147.5,85,195,427.5,338.53
M,66,64.34,110,110,157.5,377.5,301.5
M,64,65.29,105,87.5,140,332.5,262.63
M,61.5,73.71,160,110,187.5,457.5,331.92
M,61,70.11,172.5,92.5,185,450,337.65
M,64.5,72.52,145,90,180,415,304.33
M,63.5,73.66,120,92.5,190,402.5,292.14
M,62.5,69.06,120,97.5,135,352.5,267.3
M,63.5,82.23,180,115,252.5,547.5,371.56
M,64.5,82.53,160,148,205,513,347.43
M,65.5,80.86,167.5,75,252.5,495,339.2
M,60.5,79.96,180,110,202.5,492.5,339.7
M,64,81.94,167.5,97.5,225,490,333.21
M,62,81.27,175,115,197.5,487.5,333.08
M,63.5,81.76,170,147.5,170,487.5,331.93
M,66,74.78,165,75,207.5,447.5,321.65
M,60.5,91.25,220,145,227.5,592.5,380.48
M,59.5,91.94,210,122.5,255,587.5,375.88
M,59.5,90.73,190,165,227.5,582.5,375.12
M,63.5,90.17,190,150,205,545,352.06
M,60.5,90.55,167.5,157.5,205,530,341.65
M,59.5,86.95,190,140,190,520,342.26
M,67.5,91.9,185,105,230,520,332.76
M,61.5,91.91,182.5,137.5,190,510,326.35
M,60.5,100.15,230,200,220,650,399.83
M,63,98.17,185,137.5,277.5,600,372.31
M,64.5,102.9,200,145,225,570,346.62
M,59.5,100.69,190,150.5,217.5,558,342.44
M,65.5,103.29,165,112.5,200,477.5,289.91
M,59.5,116.57,210,122.5,260,592.5,343.64
M,60,105.42,212.5,132.5,245,590,355.26
M,64.5,109.81,175,120,230,525,311.14
M,59,112.35,175,115,235,525,308.51
M,60.5,116.58,180,130,210,520,301.59
M,64.5,108.49,170,137.5,210,517.5,308.11
M,61.5,134.71,200,170,240,610,337.99
M,60,120.68,215,145,240,600,343.94
M,59.5,130.09,187.5,132.5,222.5,542.5,303.7
M,69,69.66,180,92.5,208,480.5,362.15
M,69.5,73.03,132.5,97.5,185,415,302.92
M,69.5,72.74,122.5,110,175,407.5,298.23
M,70,73.62,120,105,165,390,283.17
M,69.5,82.37,172.5,107.5,260,540,366.12
M,69.5,90.95,170,125,210,505,324.82
M,69.5,91.9,173,105,202.5,480.5,307.49
F,33,46.56,152.5,80,175,407.5,537.79
F,23.5,46.42,140,72.5,150,362.5,479.48
F,28.5,46.57,135,65,147.5,347.5,458.53
F,32.5,46.9,110,91.5,140,341.5,448.26
F,35,46.36,110,72.5,152.5,335,443.53
F,34,46.78,110,65,152.5,327.5,430.7
F,37,46.75,110,70,132.5,312.5,411.17
F,36.5,45.68,92.5,50,120,262.5,351.41
F,24.5,51.14,147.5,92.5,172.5,412.5,508.69
F,44.5,51.48,135,97.5,170,402.5,494.06
F,46.5,51.59,140,80,165,385,471.87
F,46,51.09,145,75,145,365,450.42
F,28.5,50.13,125,70,160,355,444
F,38.5,50.92,120,85,145,350,432.93
F,28,52,127.5,75,135,337.5,411.38
F,34.5,51.7,102.5,75,135,312.5,382.44
F,33.5,51.21,115,62.5,132.5,310,381.92
F,27.5,51.35,112.5,55,120,287.5,353.52
F,39,56.54,172.5,85,190,447.5,515.43
F,28.5,56.63,137.5,100,170,407.5,468.87
F,26.5,56.21,162.5,87.5,155,405,468.28
F,35.5,56.99,145,85,162.5,392.5,449.74
F,26.5,56.84,137.5,85,147.5,370,424.69
F,43.5,54.72,125,90,145,360,423.77
F,32.5,56,125,67.5,165,357.5,414.39
F,26.5,56.48,122.5,72.5,160,355,409.18
F,28.5,54.98,125,87.5,140,352.5,413.62
F,28,56.41,120,65,160,345,397.97
F,38.5,56.76,125,70,140,335,384.87
F,36.5,56.35,110,65,152.5,327.5,378.05
F,31.5,56.59,115,62.5,145,322.5,371.24
F,30.5,53.74,95,60,132.5,287.5,342.59
F,24.5,56.84,100,55,110,265,304.17
F,38.5,56.75,110,60,90,260,298.74
F,41,61.4,142.5,140.5,197.5,480.5,525.02
F,32.5,62.54,152.5,110,177.5,440,475.35
F,38.5,62.77,167.5,85,180,432.5,466.2
F,34,61.98,160,75,187.5,422.5,458.97
F,26.5,62.48,162.5,80,180,422.5,456.71
F,24.5,62.49,157.5,77.5,185,420,453.96
F,39.5,61.99,142.5,95,180,417.5,453.5
F,34.5,61.42,130,70,180,380,415.13
